,radius,thickness,mass,restitution,lateralFriction,spinningFriction,rollingFriction,starPosition,starVelocity,side
1,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.4]","([-0.0, 0.0, 0.0], [0.0, -0.0, 0.0])",UpSide
2,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.98]","([-1.68, -1.27, -0.0], [9.59, -12.63, -0.0])",SideSurface
3,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.46]","([0.81, -0.07, 0.0], [0.51, 6.07, -0.0])",SideSurface
4,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.14]","([2.31, -0.64, -0.01], [6.6, 11.93, 11.15])",UpSide
5,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.74]","([0.05, 0.06, -0.0], [-3.66, 3.7, -2.13])",UpSide
6,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.16]","([-0.0, -0.0, 0.0], [0.0, 0.0, 0.0])",DownSide
7,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.05]","([0.0, 0.0, -0.0], [-0.0, -0.0, -0.0])",DownSide
8,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.9]","([0.0, -0.0, -0.0], [-0.0, 0.0, -0.0])",UpSide
9,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 5.1]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",UpSide
10,0.133,0.1,0.1,0.5,0.5,0.0005,0.002,"[0.0, 0.0, 4.44]","([-0.0, -0.0, -0.0], [0.0, -0.0, -0.0])",DownSide
